N° Enr.;ID_Potentialité;IDZoneIDCadre;Potentialités;Ressources;IDZone;IDCadre
682;1260;1401120307;"Existence d’une Sous-Préfecture et services de sécurité publique.
Présence d’une brigade de gendarmerie et d’un commissariat spécial.
Existence d’une chefferie supérieure et de 10 chefferies de 3e degré. ";;140112;0307
683;1261;1401120418;Existence de 02 Instituts Supérieurs dont l’Institut des Beaux Arts (IBA) et l’Institut Supérieur de Management de Manengoumba (ISMAM).;;140112;0418
684;1262;1401120735;"Existence d’une DDEFOF.
Existence des jeunes diplômés et des entreprises du secteur privé.
Existence d’un CFPM à Nkongsamba 2e.
Disponibilité d’un site pour la SAR/SM.";;140112;0735
685;1263;1704030930;Le climat et la disponibilité des terres sont favorables au développement des activités agropastorales.;"L’agriculture et l’élevage sont diversifiés et se pratiquent dans tous les 19 villages de la commune.
Les potentielles zones de production en agriculture sont: Palmeraie, Famla II, Bangang Fondji, Fonegom, Djiko, Fomayum, Mbieng. 
En effet ces villages cités jouissent du privilège de leur proximité avec la plaine de Togodjo.";170403;0930
686;1264;1704030829;"La multitude des indices miniers: indices de sable (Sedembom, Famla II, Bangang Fondji,) indices de pierres (Mvu, Mveule, Bangang Fondji), les indices de latérites (…), les indices d’argile.
(…)";RAS;170403;0829
687;1265;1704030930;"Le relief de type montagneux( Sedembom, Palmeraie , Fomayum , Djiko , Bangang Fondji , Fonegom, Famla II…) offre un paysage splendide pour les touristes;
La présence de nombreux cours d’eau pouvant faciliter l’irrigation des parcelles cultivables (le Sankouo, le Wewe, le Panche, le Djouong…)
La végétation offre de potentiels espaces de pâturage pour l’élevage bovin à la palmeraie , Bangang Fondji et Fonego.;
La présence d’une population dynamique dans la commune favorable aux actions de développement et réunie au sein des comités de développement villageois et de la vallée de Djebem.";"L’agriculture et l’élevage sont diversifiés et se pratiquent dans tous les 19 villages de la commune.
Palmeraie, Famla II, Bangang Fondji, Fonegom, Djiko, Fomayum, Mbieng. En effet ces villages cités jouissent du privilège de leur proximité avec la plaine de Togodjo
La pratique des cultures maraîchères (tomate, légumes, chou dans les villages Mvu et Famla II
La pratique des cultures de rente (café, palmier à huile;
Le maïs, le haricot, la bananne douce /plantain, l’arachide se cultive dans tous les villages de la commune.";170403;0930
688;1266;1704030931;S’agissant de l'élevage, il convient de préciser « ses bassins » et ce par type d’élevage.;"L’élevage intensif de la vollaille a trouvé du « terrain fertile » à Famghouo, Djiogo, Fonegom
L’élevage des poissons à Kamdeng et Bangang Fondji;
L’élevage des lapins (300 têtes) à Famghouo, Mvu et Mveule ;
L’élevage des abeilles à la palmeraie, Famghouo et Mbieng ;
L’élevage intensif de volaille (23 500 têtes) à Fonegom, Famghouo et Djogo ;
L’élevage bovin extensif (1300 têtes) à Fonegom, Pameraie et Bangang Fondji.
L’élevage non-conventionnel du hérisson (110 têtes), Cailles, Cochons d’Inde à Demdeng, Pou Djebem et Kafam ;
L'Elevage des porcs (800 têtes);
l'levage des chèvres et moutons (120 têtes).";170403;0931
689;1268;1202130033;Des ressources naturelles : forêt, faune, richesse du sol, des sites touristiques, des terres fertiles et un climat favorable.;;120213;0033
690;1269;1202130545;Présence des réseaux Orange et MTN.;;120213;0545
691;1270;1802080327;"Proximité de la capitale régionale.
Ouverture de la Commune aux Arrondissements d’Ebolowa 1er, Lolodorf, Bipindi, Akom II, Biwong Bané et Mvengue.";;180208;0327
692;1271;1802080930;"Population nombreuse et travailleuse.
Climat favorable à l’agriculture.
Disponibilité des terres cultivables.";Abondance des ressources humaines.;180208;0930
693;1272;1802080033;Diversité de produits forestiers non ligneux.;"Faune abondante et diversifié.
Ressources forestières (PFNL) nombreuses et variées.
Présence de plusieurs espèces forestières aux vertus médicinales.";180208;0033
694;1273;1802080832;"Abondance de marécages.
Cours d’eau riches en ressources halieutiques.";Vaste réseau hydrographique.;180208;0832
695;1274;1802080829;;Présence des ressources minières (Sable, gravier, latérite, argile).;180208;0829
696;1275;1601020930;"The soil type of the council area favours the  cultivation of a variety of food crops such as  maize, beans, cassava, sweet potatoes, soyer beans cocoyams. Cash crops such as palms,  pineapples,  coffee  and  cocoa  are  equally 
produced. 
There is the availability of vast land that can be used to expand the farms. 
The planes in Subum and Buabua were once WADA rice fields thus rice production can be a big booster of the agricultural strength of the council area.";" Constraints :
The  insufficiency  of  capital  poses  a problem  for  expansion.  
Only  local traditional methods of cultivation are still  being  used  and  these  can  not exploit  the  land  resource  to  a maximum.  Farmer  grazer  conflicts constraint  the  establishment  of  large farms  away  from  home  for  fear  of
destruction by animals.
The continuous  burning  of  the  hills  for  new pasture has led to exposure of the soils that is causing erosion with the consequence of soil depletion.
The  uncertainty  that  plaques  the population  of  Subum  and  Buabua make it difficult is a limiting factor to the full utilisation of the potentials of the area especially rice cultivation.";160102;0930
697;1276;1601020931;"Fish  cultivation  was  greatly  practiced  in Mbamlu  in  the  past.  
The  availability  of water  and  swamps  continue to  present  a potential for this practice. 
Cattle production remains the main stay of the  Fulani  or  Mbororo  populations  in  the council area. 
The vast land with grassy hills in the rainy season and wet valleys supports the cattle production and has greatly reduced 
the  nomadic  tendencies  of  the  Herders/ grazers.
Other  animals  likes  pigs  and  goats  are equally produced in the area though in small qualities.  
There  is  a  potential  for  optimal production  of  these  animals  as  there  is  a ready  market  outside  the  council  area especially in the nearby big towns.";"Constraints:
Constant  flooding  during  the  rainy season  does  not  favour  fish  farming that used the water bed. 
Farmer grazer conflict had led to un healthy relationships between grazers and farmers.";160102;0931
698;1277;1601020514;"Craft is not extensively being practiced in Fonfuka  despite  the  abundance  of  raw materials  that  could  be  obtained  from  the raffia and oil palms. 
The potential for craft production exist and is  demonstrated  by  the  fact  that  the  old people  talk  of  local  craft  they  produced many  years  back.  
Locally  made  bamboo baskets  and  chairs,  wood  sculptures  are produced and used locally.";"Constraints:
There  is  no  sales  point,  centre  or  market  for  craft  in  the  council  area despite the tourist potentials.
The rapid aging of the craft producers and none transfer of the skills to the young  generation,  no  customers  to promote sales coupled with the high rate  of  rural exodus  is    greatly reducing  the  rate  of  production  of craft.";160102;0514
699;1278;1601020921;"Fonfuka  has  4 markets;  a  Central  Market known as the Fonfuka market which holds every day though the main activity holds on a  larger  scale  once  every  week  on  days commonly called Fonfuka Market Day. 
The other markets are the Subum Markets that is mainly a cattle market but with other side commercial activities each day the market is holding.  
The  Konene  market  is  equally  a weekly market with the sales of cattle and other commercial goods. 
The Kimbi Market is equally a weekly market with the sales of commercial goods. 
These markets are a great potential  to  the  Fonfuka  people  as  most households  and  traders  within  Fundong, 
Misaje, Nkambe and its environs stream into Fonfuka  for the buying and selling of food and other household needs. ";"Constraints:
The level of production of local food crops, economic crops, craft, and other local  produce  is  very  low  and  thus does not really attract buyers who may want to come into Fonfuka to buy in large  quantities  but  for  cattle  that 
comes  to  the  market  in  significant quantities. The Fonfuka market starts after 2:00PM on the market days and this  does  not  favour  foreign commercial exchange.  
After 6:00PM the main activity is  the sales of the locally produced drink called “shaa”.
 High  poverty  levels  have  made  the council sheds in the Fonfuka market to stand un occupied despite the fact the council is giving them out at a very low monthly fee of 500FCFA.
There is poor organization among the few  producers  and  this  makes  it difficult  for  them  to  attract  external buyers or determine the price of their produce.  The  influx of “Bayam Sellams” is still to be experienced in Fonfuka 
The Fonfuka market is not fenced and thus  security  in  the  market  is  a problem.  
This  has  given  ground for the non existence of closing hours for the market.  ";160102;0921
700;1279;1601020939;"Industrial practices in Fonfuka are mostly in areas  of  palm  oil  processing  and  cassava production in small scale, “Shaa” production in large scale. 
These are the main sources of income to most households in Fonfuka. ";"Constraints:
The industrial sector in Fonfuka is not developed  due  to  absence  of electricity,  consequently  lack  of processing machines. ";160102;0939
701;1280;1601020320;"Two micro  financial  institutions namely : Jordan Bank and the Fonfuka Credit Union render a variety of services to the population such as savings, loans and money transfers etc. 
";"Constraints:
This  structures are found  only  in Fonfuka  central  and  Kimbi  so  can’t serve  the  whole  Council  Area considering its vast nature. ";160102;0320
702;1281;1601020846;" The council area is all linked at least by foot paths if not developed roads.
The introduction of moto bikes has greatly facilitated  movement  in  and  out  of communities where before now trekking was the only means of movement. ";"Constraints:
The transport sector in Fonfuka is not well developed as there is a poor road net work with the absence of a bridge over  river  Mbuk  thus  dividing  the council area into two halves. 
This has led to  the non availability of public vehicles but for bikes that manage to ply  the  roads. 
The  ring  road  which passes through Fonfuka is not tarred and not convenient for movement of vehicles.
Farm to market roads during the rainy season  are  slippery  and  practically impassable and this makes transportation  very  difficult  coupled with the hilly and stony terrain.";160102;0846
