Enr;UnitePaysage;ID_PUGE;IDZone;Utilisation;Potentialite;Utilisateur;Probleme;Causes;Consequences;Solutions
100;Bas fond marecageux;108;170701;"Cultures maraicheres
Vigne
Exploitation des bambous";"Sols propices aux cultures de contresaison
Presence des raphias
Proximite des ressources en eau
Reservoir de la biodiversite";;"Proliferation des getes de moustiques
Forte prevalence du paludisme
Obstacle aux travaux routiers";;;"Utilisation des moustiquaires impregnees
Utilisation des grillages anti-moustiques
Distribution des moustiquaires impregnees"
101;Vallee;109;170701;"Approvisionnement en eau
Lessive
Irrigation/arrosage des cultures
Abreuvage du betail
Deversement des dechets (abattoir)";"Presence des ressources en eau
Richesse en ressources halieutiques
Presence des galeries forestieres";;"Debordement des eaux pendant les crues
Obstacle au reseau routier
Pollution des eaux";;;"Desinfection/potabilisation de leeau
Sensibilisation des communautes villageoises sur la preservation des cours deeaux contre la pollution
Amenagement des ouvrages destines aux activites domestiques hors du lit des cours deeau
Delimitation des perimetres agricoles loin du lit des cours deeau"
102;Espace betis;110;170701;Habitat, activites commerciales et de service;Presence des maisons, des marches, routes, des betiments;;"Saturation fonciere
Promiscuite
Insalubrite par endroit";;;"Nettoyage des concessions privees
Realisation des seances deinvestissement humain
Mise en place des lotissements
Mise en place deun plan deoccupation des sols
Organisation des campagnes dehygiene et de salubrite"
109;Sable;438;170702;inexploite, acces difficile ;;dans tous les lits des cours deeau de la Commune ;;;;
110;Laterite;437;170702;Exploitation artisanales ;;Babossa;;;;
111;Carriere de pierre- graviers;436;170702;Exploitation artisanales,;;Babossa, Banyabo, Bandoubo ;;;;
302;Sites naturels;370;170703;Populations de la localite ;Faible ;Populations de la localite ;Difficultes deacces ;;;Ouvrir les voies deacces aux  sites 
303;Chutes;369;170703;populations;Moyen;populations;Acces difficile ;;;Viabiliser les chutes existantes 
304;Sources d'eau naturelle;314;170703;Populations;moyens;Populations;Tarissement en saison seche ;;;Sensibiliser les populations riveraines sur la gestion/utilisation rationnelle des pesticides 
305;Laterite;368;170703;Populations ;Immense;Populations ;Entretien irregulier des routes ;;;"Susciter une valorisation de la ressource 
Organiser leexploitation de la ressource 
Former les populations aux techniques de gestion sur terres lateritiques "
306;Foret sacree;316;170703;Pratique des ceremonies et rites traditionnelles ;Plusieurs centaines dehectares ;Populations,   ;Coupe abusive et/ou illegale du bois;;;"Finition de la delimitation de la foret communale ; 
Mise sur pied des mecanismes de contrele et de sanction des exploitants illegaux ; 
Mise sur pied deun plan de gestion des forets "
307;Marecage;367;170703;Population;Immense;Population;"Difficultes deacces ; 
Retrecissem ent du lit de rivieres ; 
Disparition des especes halieutiques ";;;ouverture des voies deacces aux bas fonds 
355;Kaolin;365;170703;Populations, principalement les femmes ;Moyen ;Populations, principalement les femmes ;Difficultes deacces;;;"mettre en place une legislation formelle liee e leexploitation du kaolin ; 
ouverture des voies deacces aux zones de kaolin "
356;Sable;366;170703;Population pour la construction ou la commercialisat ion ;Enorme ;Population pour la construction ou la commercialisat ion ;Difficultes deacces ;;;"Ouverture des pistes ou voies deacces
Mise sur pied deune legislation formelle pour leexploitation du sable  "
359;Pierres;395;170703;populations ;;populations ;Difficultes deacces ;;;"Ouvrir les voies deacces   Viabiliser et formaliser leexploitation des carrieres  
Creer des richesses et des emplois e travers leactivite deexploitation "
141;Bassin de production agricole;397;170703;"Zone de production agricole 
Quelque fois lehabitat y est present";Presence au sein de la commune de nombreux espaces verts ;;"Les voies deacces ne sont pas amenagees
Les zones sont parfois tres enclavees
Les producteurs ont du mal e sortir avec les recoltes des champs ";;;"Propriete privee des familles 
Acces par leg, achat ou heritage 
Contrele effectue par chaque proprietaire terrien sur ses parcelles 
Amenager les voies deacces aux zones de production "
142;Sites touristiques;396;170703;Populations de la localite ;Faible;Populations de la localite ;Difficultes deacces ;;;Ouvrir les voies deacces aux  sites 
375;Zone d'habitation (Rurale, Urbain, ...);464;170704;"Verger
petit elevage familial
Construction des habitations
Jardins";"Terrains pour construction
Main deeuvre disponible
Carriere laterite/pierres";Acces facile mais suivi par les chefs traditionnels;"Absence de reseau de communication telephonique
Pistes impraticables";;;"Electrification
Mobilisation de la population
Amenagement des pistes
valorisation du potentiel"
376;Marecage;465;170704;"Culture, riz ,plantes maraecheres, plantes de contre saison
Extraction du sable fin
Recolte de PFNL";"sable
ressources halieutiques
agriculture";Acces facile mais suivi par les chefs traditionnels;"faible exploitation du potentiel
Penibilite du travail
inondations";;;"Drainage des eaux
Elaboration deun plan deamenagement des bas fonds
valorisation du potentiel"
377;Collines rocheuses;466;170704;Cultures de riz, perennes et de rente;"Fertilite des sols
pierres";;"montees
escarpements
acces difficile";;;"amenager les voies deacces
valorisation du potentiel"
378;Collines;467;170704;Cultures perennes et de rente;Carrieres de pierres;;erosion;;;
379;Savane ;468;170704;"Cultures vivrieres et plantation cacaoyeres
Chasse artisanale
Coupe paille";"Sols fertiles et disponible,
Richesse faunique,
Bois de chauffage,
Carriere lateritique.";;"Feux de brousse
ecobuage
Presence des rongeurs
Absence de pistes de deserte.";;;"Limitation feux brousse/ecobuage
Pose de piege
encadrement /organisation des producteurs,"
380;Foret communautaire;469;170704;"Recolte du bois deeuvre et des PFNL,
Creation des cacaoyeres et cultures vivrieres
Pratique chasse et peche artisanales";"Variete deessences forestieres
sol fertile et disponible
Richesse faunique et halieutique
peturages";;"Presence deanimaux devastateurs,
Proliferation des maladies et insectes nuisibles
Exploitation illicite du bois deeuvre";;;"Limitation des feux de brousse, et de la coupe du bois
creation des voies
valorisation du potentiel"
381;Foret;470;170704;"exploitation illicite de la flore et de la faune
culture par les riverains";"essences forestieres
PFNL
faune abondante
peturages
terres fertiles";;"ressources non evaluees
coupe anarchique de bois
pas deacces
populations delocalisees";;;"creation des voies deacces
valorisation du potentiel"
382;Foret sacree;471;170704;Rites;"essences forestieres
richesse culturelle";Lieu sacre contrele des chefs traditionnels;sites proteges;;;
383;Zones d'habitation;472;170704;"habitations
locaux administratifs
infrastructures socioeconomiques";Disponibilite des espaces inoccupes;Suivi par la Commune;"amenagement de la voirie urbaine
realiser des lotissements";;;Realisation deun POS
271;Zones agricoles   ;281;170803;Production des cultures vivrieres e superficie atteignant (70ha) et perennes (Cafe, cacao et vergers);"Disponibilite des terres pour extension des exploitations
Terres fertiles 
Fort recours aux pratiques agroforestieres
";;"Faible capital deinvestissement 
Baisse de la fertilite et epuisement des sols 
Erosion des sols 
Conflits agro-pastoraux -Deboisement Feux de brousse 
Non maetrise des techniques ameliorees de production
";"Pratiquer dans des zones de colline/ montagne bas fond, savane et foret 
Sols de diverses natures mais deorigine volcanique (Andosols) pour la plupart
";;"Pratique de la culture associee 
Mise en place des especes agroforestieres (Leucaena leucocephale, Calliandra callothursus principalement)
Mettre en place un comite de gestion et de reglement de differends 
Sensibilisation des populations sur leusage des feux de brousse
Renforcer les systemes et pratiques agroforestiers existant 
Education e la pratique des methodes culturales appropriees (billons suivant les courbes de niveaux, bonnes pratiques de fertilisation, etc.)"
272;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;282;170803;"Cultures vivrieres
Cultures maraecheres
Culture perennes
Exploitation des PFNL, des produits precieux (charbon) et fauniques (chasse)
";"Possibilite de creation des forets communautaires et communales
";;"Deboisement
Exploitation illegale et anarchique de la faune, des produits precieux (charbon), du bois de chauffe et des PFNL
Feux de brousse
Non maetrise des techniques ameliorees de production
";"Foret de galerie et raphiales
";;"RAS
Mettre en place des comites de vigilance contre leexploitation illegale et anarchique de la faune, des produits precieux et du bois de chauffe
Sensibiliser les populations sur la pratique et mefaits des feux de brousse
"
273;Foret communautaire;283;170803;"Construction des habitations et edifices publics
Agriculture de petite echelle -Petit elevage
";"Disponibilite des terres pour la construction
";;"Habitats en materiaux provisoires et construites anarchiquement 
Insuffisance de plan de construction
Divagation des betes 
Faible superficie cultivable
Conflits fonciers 
Pas de decharge municipale ni de cimetiere
Gares routieres non construites 
Destruction des habitations et edifices par des vents violents 
Inondation de certaines zones dehabitations (Mbantou et Fosset)
";"Localiser dans des zones de plateaux
Habitats groupes en zone urbaine et lineaires (le long de la voie principale) en zone rurale
";;"Utilisation de la laterite pour la fabrication du materiau de construction -Construction des demi-murs par des sacs remplis de sable en vue de la deviation des eaux de pluie
Curage temporaire des rigoles
Elaborer les documents de planification (POS, PSU)
Vulgariser le materiel durable de construction
Mise en place des brises vents autour des edifices et habitations

"
274;Ressources minieres;284;170803;"Exploitation miniere
Agriculture
Elevage
";"Zones e potentiel eleve des ressources minieres (pierres, pouzzolane, sable et laterite)
";;"Potentiel total non connu et exploite anarchiquement
Technique deexploitation e impacts negatifs sur leenvironnement
Enclavement des sites deextraction (Voies et sites non amenages)
Implantation des carrieres dans des zones deelevages
Conflits entre eleveurs et exploitants de carrieres
";"Zone de savane, de colline/montagne et de bassins versants
";;"Aucune
Effectuer des etudes exploratoires en vue de determiner le potentiel minier du sol et sous sol de la commune
Prendre des mesures de gestion durable des sites de carrieres (Faire des remblais dans des zones deblayees et y installer des especes vegetales)
Amenager les voies et sites deexploitation des ressources minieres
Organisation des artisans miniers
"
275;Savane ;285;170803;"Mise en place des cultures vivrieres, maraecheres et perennes
Extraction du bois de chauffe et du charbon
Exploitation des PFNL et fauniques (chasse)
Peturage
";"Espace mecanisable
Disponibilite de vaste etendue de terre
";;"Zone e faible fertilite de sol
Feux de brousse
Non respect des zones de delimitation entre espace de culture et deelevage
Conflits agropastoraux
Erosion du sol
Exploitation anarchique de la faune et du bois de chauffe
";"Sols deorigine volcaniques et lateritiques pour la plupart
Savane herbeuse et arbustive
Vegetation constituee principalement deImperata cylindrica, Tithonia diversifolia et Chromolaena odorata
";;"Mise en place des cultures sur billons
Encourager la pratique de leagroforesterie
Sensibiliser les populations sur la pratique et mefaits des feux de brousse
Former les populations aux techniques de lutte anti erosive
Former les populations aux techniques deelevage non conventionnel
Informer les populations sur la reglementation faunique
Mise en place des comites de vigilance pour le contrele de leexploitation anarchique du bois de chauffe
"
