NEnr;IDZoneIDCadre;ID_Probleme;IDProbleme;Probleme;IDZone;Archive;IDCadre;IDSource;_MiseAJour
3 932;1802040735;4229;180204PB4229;Absence deune structure de formation professionnelle de qualite.;180204;0;0735;0;
3 933;1802040741;4230;180204PB4230;Insecurite sociale des agriculteurs et eleveurs.;180204;0;0741;0;
3 934;1802040523;4231;180204PB4231;Absence de valorisation du potentiel touristique.;180204;0;0523;0;
3 935;1802040033;4232;180204PB4232;Deforestation abusive et anarchique forestieres.;180204;0;0033;0;
3 936;1802040028;4233;180204PB4233;Deterioration de la couche deOzone.;180204;0;0028;0;
3 937;1802040838;4234;180204PB4234;Difficulte deacces et aux logements (espace urbain).;180204;0;0838;0;
3 938;1802040838;4235;180204PB4235;Precarite de lehabitat et occupation anarchique de leespace (habitat).;180204;0;0838;0;
3 939;1802040837;4236;180204PB4236;Difficulte deacces aux titres de propriete.;180204;0;0837;0;
3 940;1802040419;4237;180204PB4237;Difficulte deacces aux innovations agropastorale et halieutique.;180204;0;0419;0;
3 941;1802040921;4238;180204PB4238;Absence deinfrastructures adequates pour la commercialisation des produits agropastorales.;180204;0;0921;0;
3 942;1802040426;4239;180204PB4239;Encadrement insuffisant des jeunes.;180204;0;0426;0;
3 943;1802040516;4240;180204PB4240;Absence deinfrastructures sportives adequates.;180204;0;0516;0;
3 944;1802040939;4241;180204PB4241;Faible competitivite des produits de leartisanat.;180204;0;0939;0;
3 945;1802040829;4242;180204PB4242;Faible valorisation des activites du secteur minier.;180204;0;0829;0;
3 946;1802040846;4243;180204PB4243;Precarite des conditions de transport.;180204;0;0846;0;
3 947;1802040545;4244;180204PB4244;Difficultes deacces aux services des telecommunications.;180204;0;0545;0;
3 948;1802040517;4245;180204PB4245;Difficultes deacces aux medias de proximite.;180204;0;0517;0;
3 949;1802040307;4246;180204PB4246;Difficultes deacces e la citoyennete.;180204;0;0307;0;
3 950;1802040418;4247;180204PB4247;Difficultes deacces aux institutions etatiques de leenseignement superieur.;180204;0;0418;0;
3 951;1202120930;4248;120212PB4248;Faible production agricole;120212;0;0930;0;
3 952;1202120931;4249;120212PB4249;Difficultes e pratiquer les activites deelevage et de peche de qualite;120212;0;0931;0;
3 953;1202120837;4250;120212PB4250;Difficulte deacces au titre foncier et au droit e la propriete;120212;0;0837;0;
3 954;1202120838;4251;120212PB4251;"Absence du plan deurbanisation et precarite de
lehabitat";120212;0;0838;0;
3 955;1202120028;4252;120212PB4252;Mauvaise gestion environnementale;120212;0;0028;0;
3 956;1202120033;4253;120212PB4253;Mauvaise gestion des ressources forestieres et fauniques.;120212;0;0033;0;
3 957;1202120307;4254;120212PB4254;Perte de valeur de leautorite traditionnelle Faible capacite de gestion de la commune.;120212;0;0307;0;
3 958;1202120415;4255;120212PB4255;Difficultes deacces e une education de qualite;120212;0;0415;0;
3 959;1202120425;4256;120212PB4256;Difficultes deacces e un enseigne ment de qualite;120212;0;0425;0;
3 960;1202120418;4257;120212PB4257;"Difficultes deacces aux etudes superieures
";120212;0;0418;0;
3 961;1202120640;4258;120212PB4258;Difficulte deacces aux soins de qualite;120212;0;0640;0;
3 962;1202120832;4259;120212PB4259;Difficultes deacces e leeau potable;120212;0;0832;0;
3 963;1202120836;4260;120212PB4260;Mauvais etat des routes;120212;0;0836;0;
3 964;1202120742;4261;120212PB4261;Manque deassistance aux personnes vulnerables et aux minorites;120212;0;0742;0;
3 965;1202120243;4262;120212PB4262;Marginalisation de la femme;120212;0;0243;0;
3 966;1202120426;4263;120212PB4263;Difficultes deacces aux structures deencadrement des jeunes;120212;0;0426;0;
3 967;1202120516;4264;120212PB4264;Manque deencadrement des sportifs;120212;0;0516;0;
3 968;1202120846;4265;120212PB4265;"Precarite
des conditions de transport";120212;0;0846;0;
3 969;1202120735;4266;120212PB4266;"Manque deopportunites deemplois
";120212;0;0735;0;
3 970;1202120939;4267;120212PB4267;"Absence de promotion
et de sensibilisation";120212;0;0939;0;
3 971;1202120419;4268;120212PB4268;Difficultes deacces aux innovations scientifiques;120212;0;0419;0;
3 972;1202120523;4269;120212PB4269;Faible promotion des opportunites touristiques et eco touristiques;120212;0;0523;0;
3 973;1202120514;4270;120212PB4270;Faible promotion des valeurs culturelles;120212;0;0514;0;
3 974;1202120829;4271;120212PB4271;Difficultes de developpement de leexploitation des carrieres de sable et de pierres;120212;0;0829;0;
3 975;1202120921;4272;120212PB4272;Difficulte deecoulement des produits agricoles;120212;0;0921;0;
3 976;1202120545;4273;120212PB4273;Difficultes deacces e leinformation;120212;0;0545;0;
3 977;1202120212;4274;120212PB4274;Faible epanouissement des travailleurs et retraite;120212;0;0212;0;
3 978;1202120517;4275;120212PB4275;Difficultes deacces e leinformation;120212;0;0517;0;
3 979;1802010930;4276;180201PB4276;Faible production et productivite agricoles.;180201;0;0930;0;
3 980;1802010931;4277;180201PB4277;Faible production animale et halieutique.;180201;0;0931;0;
3 981;1802010837;4278;180201PB4278;Difficultes deacces aux titres de propriete.;180201;0;0837;0;
3 982;1802010838;4279;180201PB4279;Difficulte deacces aux logements.;180201;0;0838;0;
3 983;1802010028;4280;180201PB4280;Deterioration de la couche deOzone.;180201;0;0028;0;
3 984;1802010033;4281;180201PB4281;Deforestation abusive et anarchique.;180201;0;0033;0;
3 985;1802010307;4282;180201PB4282;Difficultes deacces e la citoyennete.;180201;0;0307;0;
3 986;1802010415;4283;180201PB4283;Difficultes deacces e une education de base de qualite.;180201;0;0415;0;
3 987;1802010425;4284;180201PB4284;Difficultes deacces e une education de qualite.;180201;0;0425;0;
3 988;1802010418;4285;180201PB4285;Difficultes deacces aux institutions etatiques de leenseignement superieur.;180201;0;0418;0;
3 989;1802010640;4286;180201PB4286;Difficultes deacces aux soins de sante de qualite.;180201;0;0640;0;
3 990;1802010832;4287;180201PB4287;Difficultes deapprovisionnement en eau potable en toutes saisons.;180201;0;0832;0;
3 991;1802010836;4288;180201PB4288;Etat defectueux du reseau routier.;180201;0;0836;0;
3 992;1802010742;4289;180201PB4289;Faible encadrement des couches vulnerables.;180201;0;0742;0;
3 993;1802010243;4290;180201PB4290;Faible encadrement des femmes.;180201;0;0243;0;
3 994;1802010426;4291;180201PB4291;Encadrement insuffisant des jeunes.;180201;0;0426;0;
3 995;1802010516;4292;180201PB4292;Absence deinfrastructures sportives adequates.;180201;0;0516;0;
3 996;1802010846;4293;180201PB4293;Precarite des conditions de transport.;180201;0;0846;0;
3 997;1802010735;4294;180201PB4294;Absence deune structure de formation professionnelle de qualite.;180201;0;0735;0;
3 998;1802010939;4295;180201PB4295;Faible competitivite des produits de leartisanat.;180201;0;0939;0;
3 999;1802010419;4296;180201PB4296;Difficultes deacces aux innovations agropastorale et halieutique.;180201;0;0419;0;
4 000;1802010514;4297;180201PB4297;Perte des valeurs culturelles.;180201;0;0514;0;
4 001;1802010829;4298;180201PB4298;Faible valorisation des activites du secteur minier.;180201;0;0829;0;
4 002;1802010921;4299;180201PB4299;Absence deinfrastructures adequates pour la commercialisation des produits agropastoraux.;180201;0;0921;0;
4 003;1802010545;4300;180201PB4300;Difficultes deacces aux services des telecommunications.;180201;0;0545;0;
4 004;1802010741;4301;180201PB4301;Insecurite sociale des agriculteurs et eleveurs.;180201;0;0741;0;
4 005;1802010517;4302;180201PB4302;Difficultes deacces aux medias de proximite.;180201;0;0517;0;
4 006;1801070930;4303;180107PB4303;Baisse de la productivite agricole.;180107;0;0930;0;
4 007;1202140931;4304;120214PB4304;Promotion difficile deun elevage rentable et durable.;120214;0;0931;0;
4 008;1202140930;4305;120214PB4305;Difficultes e pratiquer une agriculture rentable et durable.;120214;0;0930;0;
4 009;1202140033;4306;120214PB4306;Difficultes e pratiquer une gestion durable de la foret et la faune ;120214;0;0033;0;
4 010;1801070931;4307;180107PB4307;Faible Productivite des activites pastorales.;180107;0;0931;0;
4 011;1801070640;4308;180107PB4308;"Difficultes deacces aux soins de sante primaire de qualite.
Difficulte deacces e la prise en charge des personnes atteintes du VIH-SIDA.";180107;0;0640;0;
4 012;1801070836;4309;180107PB4309;Difficultes de mobilite des personnes et des biens.;180107;0;0836;0;
4 013;1202140028;4310;120214PB4310;Gestion anarchique de leenvironnement;120214;0;0028;0;
4 014;1202140921;4311;120214PB4311;Difficultes e promouvoir les activites commerciales;120214;0;0921;0;
4 015;1202140640;4312;120214PB4312;Difficultes deacces aux soins de sante de qualite;120214;0;0640;0;
4 016;1804030545;4313;180403PB4313;Difficultes deacces aux NTIC.;180403;0;0545;0;
4 017;1801070415;4314;180107PB4314;Difficultes deacces e une education de qualite.;180107;0;0415;0;
4 018;1804030033;4315;180403PB4315;Gestion irrationnelle des ressources forestieres.;180403;0;0033;0;
4 019;1804030033;4316;180403PB4316;Difficulte deacces e la redevance forestiere.;180403;0;0033;0;
4 020;1202140415;4317;120214PB4317;Acces difficile e une education de qualite;120214;0;0415;0;
4 021;1804030028;4318;180403PB4318;Degradation progressive de leenvironnement.;180403;0;0028;0;
4 022;1804030517;4319;180403PB4319;Difficulte deacces aux services de communication.;180403;0;0517;0;
4 023;1804030514;4320;180403PB4320;Faible valorisation du potentiel culturel.;180403;0;0514;0;
4 024;1804030523;4321;180403PB4321;Sous-valorisation du potentiel touristique de la commune.;180403;0;0523;0;
4 025;1804030735;4322;180403PB4322;Difficulte deinsertion socioprofessionnelle.;180403;0;0735;0;
4 026;1202140425;4323;120214PB4323;Acces difficile e un enseignement secondaire de qualite.;120214;0;0425;0;
4 027;1804030741;4324;180403PB4324;Insecurite sociale des agriculteurs.;180403;0;0741;0;
4 028;1804030939;4325;180403PB4325;"Faible competitivite des PME.
Insuffisance de promotion et faible rentabilite des OES.
Faible productivite et rentabilite de leartisanat et de la TPE.";180403;0;0939;0;
4 029;1804030829;4326;180403PB4326;Sous valorisation du potentiel minier deOlamze.;180403;0;0829;0;
4 030;1804030829;4327;180403PB4327;Contexte local peu favorable e leactivite commerciale.;180403;0;0829;0;
4 031;1202140418;4328;120214PB4328;"Difficultes deacces e leenseignement superieur 
 ";120214;0;0418;0;
4 032;1202140735;4329;120214PB4329;Acces difficile e leemploi et e la formation professionnelle.;120214;0;0735;0;
4 033;1202140426;4330;120214PB4330;Epanouissement limite des jeunes;120214;0;0426;0;
4 034;1202140836;4331;120214PB4331;Amenagement et entretien approximatif des ouvrages routiers.;120214;0;0836;0;
4 035;1202140742;4332;120214PB4332;Difficile epanouissement des couches sociales vulnerables.;120214;0;0742;0;
4 036;1202140523;4333;120214PB4333;Developpement limite du tourisme.;120214;0;0523;0;
4 037;1202140000;4334;120214PB4334;Planification insuffisante de leurbanisme et de lehabitat.;120214;0;0000;0;
4 038;1202140832;4335;120214PB4335;Acces difficile e leenergie et e une eau de qualite.;120214;0;0832;0;
4 039;1202140829;4336;120214PB4336;Developpement difficile de leactivite industrielle;120214;0;0829;0;
4 040;1202140837;4337;120214PB4337;"Gestion conflictuelle du patrimoine foncier
";120214;0;0837;0;
4 041;1801070514;4338;180107PB4338;Faible promotion des activites culturelles.;180107;0;0514;0;
4 042;1202140514;4339;120214PB4339;Difficultes e promouvoir les activites culturelles.;120214;0;0514;0;
4 043;1202140939;4340;120214PB4340;Difficultes e promouvoir les petites et moyennes entreprises.;120214;0;0939;0;
4 044;1801070243;4341;180107PB4341;Difficulte e asseoir des familles stables.;180107;0;0243;0;
4 045;1202140243;4342;120214PB4342;Forte vulnerabilite des femmes et des enfants;120214;0;0243;0;
4 046;1801070832;4343;180107PB4343;"Difficultes deacces e leeau potable.
";180107;0;0832;0;
4 047;1202140741;4344;120214PB4344;"Insuffisance de mise en euvre des politiques de travail
";120214;0;0741;0;
4 048;1202140516;4345;120214PB4345;"Difficultes e pratiquer le sport et leeducation physique.
";120214;0;0516;0;
4 049;1202140000;4346;120214PB4346;"Ignorance de leinteret de la recherche scientifique Inexploitation du potentiel (plants medicinales) 
";120214;0;0000;0;
4 050;1202140846;4347;120214PB4347;Deplacement difficile des personnes et des biens;120214;0;0846;0;
4 051;1202140545;4348;120214PB4348;Acces difficile aux services de poste et telecommunication.;120214;0;0545;0;
4 052;1202140000;4349;120214PB4349;Difficultes pour leadministration territoriale deasseoir son autorite, maintenir leordre et la securite;120214;0;0000;0;
4 053;1202140517;4350;120214PB4350;Acces limite aux services de communication.;120214;0;0517;0;
4 054;1801070832;4351;180107PB4351;Acces difficile e leenergie electrique.;180107;0;0832;0;
4 055;1801070028;4352;180107PB4352;Difficulte deacces aux informations du secteur.;180107;0;0028;0;
4 056;1801070425;4353;180107PB4353;Acces difficile e un enseignement de qualite.;180107;0;0425;0;
4 057;1801070735;4354;180107PB4354;Difficulte deacces e un emploi stable et e une formation professionnelle.;180107;0;0735;0;
4 058;1801070741;4355;180107PB4355;Ignorance des procedures.;180107;0;0741;0;
4 059;1801070000;4356;180107PB4356;Faible promotion des activites touristiques.;180107;0;0000;0;
4 060;1801070033;4357;180107PB4357;Destruction anarchique de la flore et de la faune.;180107;0;0033;0;
4 061;1801070028;4358;180107PB4358;Non prise en compte des aspects socio-environnementaux.;180107;0;0028;0;
4 062;1801070838;4359;180107PB4359;Difficulte deacces e une urbanisation moderne et e un habitat de qualite.;180107;0;0838;0;
4 063;1801070837;4360;180107PB4360;Difficulte dans la securisation du patrimoine foncier.;180107;0;0837;0;
4 064;1801070419;4361;180107PB4361;Difficultes deacces aux resultats de la recherche scientifique.;180107;0;0419;0;
4 065;1801070921;4362;180107PB4362;Difficulte deecouler les produits.;180107;0;0921;0;
4 066;1801070426;4363;180107PB4363;"Faible promotion des activites liees e la jeunesse et e leinstruction civique.
";180107;0;0426;0;
4 067;1801070516;4364;180107PB4364;Faible promotion des activites sportives.;180107;0;0516;0;
4 068;1801070939;4365;180107PB4365;"Faible promotion des activites generatrice de revenus.
";180107;0;0939;0;
4 069;1801070829;4366;180107PB4366;Faible productivite des activites minieres industrielles.;180107;0;0829;0;
4 070;1801070846;4367;180107PB4367;Difficultes de mobilite des personnes et des biens.;180107;0;0846;0;
4 071;1801070545;4368;180107PB4368;Difficulte deacces aux reseaux de telephonie mobile et fixe.;180107;0;0545;0;
4 072;1801070517;4369;180107PB4369;Difficulte deacces aux informations.;180107;0;0517;0;
4 073;1801070307;4370;180107PB4370;Difficulte e assurer la securite des hommes et des personnes.;180107;0;0307;0;
4 074;1801070418;4371;180107PB4371;Difficultes deacces e leenseignement superieur.;180107;0;0418;0;
4 075;1802030930;4372;180203PB4372;Faible productivite agricole;180203;0;0930;0;
4 076;1802030931;4373;180203PB4373;Faible production des activites deelevage et de peches;180203;0;0931;0;
4 077;1802030837;4374;180203PB4374;Insecurite fonciere des espaces occupes;180203;0;0837;0;
4 078;1802030838;4375;180203PB4375;Faible urbanisation;180203;0;0838;0;
4 079;1802030028;4376;180203PB4376;Deterioration de la couche deOzone;180203;0;0028;0;
4 080;1802030033;4377;180203PB4377;Deforestation abusive et anarchique;180203;0;0033;0;
4 081;1802030307;4378;180203PB4378;Difficulte deacces e une administration de proximite;180203;0;0307;0;
