Enr;IDPRessources;IDZone;Ressource;Caracteristique;UtilisationActuelle;Potentialite;Contrainte;ActionaMener;AccesControle;Archive;IDSource;_MiseAJour;CoordX;CoordY;CoordZ;ModeGestion;Tendances
565;640;140112;Terres cultivables;;Production Des Cultures Principales Suivantes : maes, haricot, pomme de terre, chou, patate, macabo, igname, palmier e huile, manioc, maraichers, cacao et cafe / Populations.;Fort potentiel de sols fertiles.;Faible capital deinvestissement.Baisse de la fertilite et epuisement des sols.erosion des sols.Conflits agro- pastoraux.Feux de brousse.Faible maetrise des bonnes techniques culturales de production.Faible niveau de mecanisationenorme perte post recolte.Mauvais etat des routes et pistes.;Former les populations e la pratique des methodes culturales appropriees.Renforcement des systemes et pratiques agroforestiers existants.Mise sur pied deun comite de gestion et de reglement de differends.Sensibilisation contre leusage des pesticides.Amenager les voies deacces aux bassins agricoles.;Contrele par : MINADER Commune Chefs / Creation des plantations communautaires.; ;0;;0;0;0;;
566;641;110903;Rochers;;Construction des maisons.Vente.;Reserve importante.;;;Population locale.; ;0;;0;0;0;;
567;642;110903;Fleuve ;;Peche (vente et consommation des produits halieutiques).;(MFOUMOU) : Abondance de poissons.;;;Populations riveraines.; ;0;;0;0;0;;
568;643;110903;Fleuve ;;Peche (vente et consommation des produits halieutiques), extraction de sable, cultures maraicheres, chasse, peturage, fourniture d'eau, voie de communication, lessive.;(NYONG) : Abondance de poissons, Presence de plusieurs especes halieutiques, de marais, zone de tourisme, plusieurs especes floristiques, reserve hydraulique considerable, reserve de sable et de terres arables, marecage, promotion d'activites economiques.;;;Populations riveraines, CDE, Bergers.; ;0;;0;0;0;;
569;644;110903;Zone de peturage;;Peturage des betes.;Presence d'argile.;;;Tous les eleveurs du village; ;0;;0;0;0;;
570;645;110903;Rivieres;;Peturage des betes, Peche, extraction de sable, lessive, travaux domestiques, consommation.;Reserve importante d'aliments pour animaux, Gisement de sable-argile, raphias, ressources halieutiques (poissons, crevettes,).;;;Populations riveraines.; ;0;;0;0;0;;
571;646;180201;Rivieres;;Extraction de sable, lessive, travaux domestiques, consommation.;Animaux, Gisement de sable-argile, raphias, ressources halieutiques (poissons, crevettes,).;;;Riveraines.; ;0;;0;0;0;;
572;647;180201;Marecages ;;Agriculture, artisanat, extraction du sable et d'argile, vignage, irrigation.;Importante reserve de raphia, potentiel hydraulique considerable, zone propice aux cultures de contre saison ou trop exigeantes en eau, fertilite du sol, pisciculture.;;;Communaute du village.; ;0;;0;0;0;;
573;648;180201;Bambou de chine;;Poterie, fabrication de foyer pour cuisine et divers objets.;Argile.;;;Communaute du village.; ;0;;0;0;0;;
574;649;110102;Rochers;Fort potentiel.Fortement exploitee.;Construction des habitations et des ouvrages deart sur les routes.Les utilisateurs sont les populations, les entrepreneurs des marches en betiment et travaux publics.;Paysage rocheux qui seetend sur une centaine de metre (Nguen, Mbargue, Ngoeo).Affleurements rocheux.Ressource dont les sous-produits sont le gravier et les moellons.;Exploitation artisanale par les populations.;Viabiliser et formaliser leexploitation des carrieres.Creer des richesses et des emplois e travers leactivite deexploitation.;La chefferie.les populations des villages concernes.; ;0;;0;0;0;;
575;650;110102;Rochers;Fort potentiel.Fortement exploitee.;Construction des habitations.Revetement des routes.;Couvre environ les 2/3 du territoire des villages concernes.Carriere exploitee e leechelle communale avec des possibilites de modernisation de leexploitation.;Aucune mesure environnementale de gestion.Exploitation artisanale.Voies deacces et sites non amenages.;Prendre des mesures environnementales de gestion.Susciter la mecanisation des carrieres.Amenager les voies et sites des carrieres.;Commune .; ;0;;0;0;0;;
576;651;110102;Graviers et pierres;Faible rythme de leexploitation.;Utiliser dans la construction des ouvrages dearts, habitations, etc.;Carriere exploitee e leechelle communale avec des possibilites de modernisation de leexploitation.;Exploitation artisanale.Voies deacces et sites non amenages.;Mecanisation de leexploitation de la carriere.Amenager la voie deacces et le site deexploitation.;Commune.; ;0;;0;0;0;;
577;652;110102;Lateritique ;Sous exploitation de la ressource.;Fabrication du materiel de construction (Brique de terre).Populations.;Possibilite deexploitation pour des travaux deentretien des routes.;Forte exposition e leerosion pluviale.Exploitation incontrelee de la ressource.Se prete peu e leagriculture (peu fertile).;Susciter une valorisation de la ressource.Organiser leexploitation de la ressource.Former les populations aux techniques de gestion sur terres lateritiques.;Populations.; ;0;;0;0;0;;
578;653;110102;Sable, pierre (granite), laterite;Faiblement exploite.;Construction des habitations et betiments, des ouvrages deart.Populations/entreprises de betiment et TP.;Le long des rigoles des bordures de la Sanaga et Dans les carrieres.;Acces difficile.Exploitation anarchique.;Amenager leacces et formaliser leactivite.;Commune.Populations des villages.; ;0;;0;0;0;;
579;654;110102;Cours deeau;Faible valorisation de la ressource.Disparition progressive de certains cours deeau.;Peche.Usage domestique.;Possibilite de captage pour irrigation (agriculture), pour pisciculture et en plus pour barrage hydroelectrique en ce qui concerne le fleuve Noun.;Pollution par les pesticides (utilisees par les agriculteurs).Eutrophisation des cours deeau.;Sensibiliser les populations riveraines sur la gestion/utilisation rationnelle des pesticides.Valoriser le potentiel hydraulique.;Les populations.; ;0;;0;0;0;;
580;655;110102;Sources d'eau naturelles;Tarissement.;Usage domestique (Lessive et consommation).;Site de realisation possible des ouvrages hydrauliques (captage gravitaires et sources amenagees).;Voies deacces et sources non amenagees.Pollution par les pesticides.Faible niveau deexploitation des sources gravitaires.;Sensibiliser les populations riveraines sur la gestion/utilisation rationnelle des pesticides.Valoriser le potentiel existant.;Les populations.Comites de gestion des points deeau.; ;0;;0;0;0;;
581;656;110102;Vegetattion;Aucune aire protegee recensee.Forte pression deexploitation humaine sur les produits.;Exploitation du bois de service.Extraction des plantes medicinales.Exploitation des PFNL.;Plusieurs especes arbustives et herbacees.Presence des PFNL (ero, Njanssang et Cola).Presence de plantes medicinales.;Exploitation abusive du bois.;Sensibiliser les riverains et requerants sur la gestion durable des ressources.;Le chef du village.Populations.etat (service des forets et Sous-prefecture).; ;0;;0;0;0;;
582;657;110102;Sols;Presente en quantite suffisante dans les villages.Baisse de la fertilite.;Agriculture.elevage.Support pour construction des habitats et infrastructures.Materiau de base de construction (brique de terre).Utilise par toutes les populations.;Support des infrastructures, betiments, de la vegetation, des ressources hydriques et des cultures agricoles.Bonne fertilite pour la production deune large gamme de cultures agricoles (cacao, cafe, agrumes, vivrieres).Base du developpement economique des villages.;Technique de gestion et conservation inappropriees.Difficulte deacces e la propriete fonciere.erosion.;Former et informer les populations sur les techniques de gestion et conservation des sols.Vulgariser la loi fonciere.Accompagner les populations dans leobtention du titre foncier. ;etat.les chefferies.Les populations.CDV.; ;0;;0;0;0;;
583;658;110102;Faune;Rarefaction de certaines especes.;Consommation ou alimentation.commerce ou vente.;Diversite deespeces fauniques (Rongeurs (rats herissons)) singe, porc-epic, serpents, etc.).Source de proteines animales et meme de revenu.;Chasse anarchique.Non respect de la reglementation en matiere de chasse.Menace deextinction de certaines especes fauniques.;Former les populations e leelevage non conventionnel et aux techniques deaquaculture.Vulgariser la reglementation en matiere de faune.;etat (Poste forestier et chasse).; ;0;;0;0;0;;
584;659;110102;Potentiel  touristique;Diversite des sites.;Inexploite mais les grottes restent des lieux de pratique des rites traditionnels.;Possibilite de creation deune destination touristique.Source de creation deemplois et de devises.;voies deacces et sites non amenages.Faible valorisation des ressources.;Identifier et repertorier le potentiel touristique des villages.Amenager les acces et les sites.Promouvoir la culture des activites touristiques.;Les populations riveraines.; ;0;;0;0;0;;
585;660;110102;Grottes;Degradation du sol (erosion) autour du site du lac mystique.;Exploitee.;Destination touristique.;Perte de betail par des chutes.Acces non amenage et securise.;Securiser le site du lac mystique.Rehabiliter les marches (escaliers) du lac mystique.Amenager leacces aux sites.;Commune.; ;0;;0;0;0;;
586;661;140113;Carrieres de pierres;Gestion anarchique et abusive.Deautres carrieres restent encore non exploitees.;Les riverains : hommes et jeunes.;Plus de 90 % non exploite.;Exploitation anarchique des carrieres deune maniere occasionnelle.;Viabilisation des sites et organisation et contrele des retombees de leexploitation.;Chefs traditionnels.Chefs chantiers.; ;0;;0;0;0;;
587;662;140113;Sable, pierre (granite), laterite;Gestion anarchique et abusive.Difficile e dire.;Les riverains constitues des hommes.;Quantite inconnue.;Exploitation anarchique des carrieres deune maniere occasionnelle.;Viabilisation des sites et organisation et contrele des retombees de leexploitation.;Chefs.traditionnels.Chefs chantiers.; ;0;;0;0;0;;
588;663;140113;Terres cultivables;Gestion anarchique et familiale.Tendance e la conquete des forets galeries de la commune avec les consequences telles que la deforestation.;Agriculteurs riverains.;Plus de 80 % de terres non encore cultivees.;Perte croissante de fertilite.Utilisation de plus en plus croissante des fertilisants, gestion empirique des sols etc.;Delimitation des espaces agropastoraux Formation aux techniques de fertilisation et de conservation des sols agricoles.;Chefs.traditionnels.Chefs chantiers.; ;0;;0;0;0;;
589;664;140113;Forets;Gestion anarchique et familiale.Deforestation, destruction incontrelee de lehabitat des animaux de la Commune.;Riverains jeunes et hommes.;;Deforestation, destruction du biotope naturel des animaux locaux, perte des recettes.;Lutte contre leexploitation illegale du bois ainsi que le braconnage.;Chefs.traditionnels.Chef familial.; ;0;;0;0;0;;
590;665;120211;Forets;;;;;;; ;0;;0;0;0;;
591;666;120211;Faune;;;;;;; ;0;;0;0;0;;
592;667;120211;Terres cultivables;;;;;;; ;0;;0;0;0;;
593;668;120211;Sols;;;;;;; ;0;;0;0;0;;
594;669;120211;Sites naturels ;;;;;;; ;0;;0;0;0;;
595;670;120211;Climat;;;;;;; ;0;;0;0;0;;
596;671;110810;Jacheres;Degradation prononcee des sols.Disparition de certaines essences.;Agriculture;Espaces cultivables non loin des habitations.;Appauvrissement des sols.Destruction des champs de cultures vivrieres par les rongeurs.Rechauffement des sols.;Formation des producteurs en techniques culturales ameliorees.Sensibilisation e la non utilisation systematique des feux de brousse.Formation e leutilisation rationnelle des pesticides et herbicides.;Les populations; ;0;;0;0;0;;
597;672;110810;Forets;Disparition de certaines essences forestieres.Rarefaction de certaines especes fauniques.Degradation des sols.Destruction du terroir des Pygmees.;PlantationsExploitation forestiereChassePharmacopee;80% de la superficie totaleProduits Forestiers Non Ligneux (PFNL)Plantes medicinalesFaune diversifieeSols fertiles, favorables e leagriculture;Coupe anarchique du bois.Feux de brousse.Pygmees obliges de replier aux abords des villages bantous sur la route.;Sensibilisation pour une gestion durable de la foret.Creation des Comites villageois de lutte contre la coupe frauduleuse de bois et le braconnage.Sensibilisation contre les feux de brousse.Sensibilisation pour leutilisation rationnelle des PFNL.Identification des zones degradees.Sensibilisation pour le reboisement.;LeEtatLes Chefs de villageLes Chefs de familleLes CommunautesHeritageAcquisitionConcession; ;0;;0;0;0;;
598;673;110810;Bas fonds ;AbandonDesinteret;Activites generatrices de revenus.- Alimentation population.- Construction betiments et ouvrages deart.;Exploitation des ressources non ligneuses.Cultures de bas-fonds.Carrieres de sable.;Manque de financement.;Sensibilisation des investisseurs potentiels.Organisation de leexploitation.;Chefs de villages.Chefs de familles.; ;0;;0;0;0;;
599;674;110810;Rivieres;Non contrele;Carriere de sablePecheLessiveConsommation eau;Sources de proteines.;Pollution des eaux.;Creation des Comites de vigilances.;Acces libre e tout le monde.; ;0;;0;0;0;;
600;675;140110;Vastes  etendues  de  terre ;"Les zones dehabitation ont globalement une configuration touffue constituee dehabitations spontanees ; ces zones sont sous-structurees.Elles sont par endroits beties sur des terrains tres pentus, dans des depressions profondes ou sur des marecages inondables.Les habitations sont entourees de cultures de case.Leoccupation du sol y est tres ; de plus, la degradation de leespace et le delabrement des habitations sont aisement perceptibles. Leusage des materiaux provisoires etant dominant.La voirie dans ces zones est globalement en terre, tres peu entretenue et impraticable en saison des pluies ou simplement envahie par de la broussaille.";Construction des habitations.Realisation du petit commerce,Realisation de leagriculture et de leelevage sur de petites superficies.;Bonne fertilite potentielle des sols beneficiant des dechets menagers biodegradables.;Approvisionnement insuffisant en energie electrique commercialisee par ENEO dans de nombreux blocs.Insuffisance deeau potable dans la ville communale.Absence quasi-totale des points deeau potable amenages dans les espaces assimiles aux zones blocs.Construction anarchique des habitations sur les escarpements et les drains.Faible utilisation des permis de betir.Faible disponibilite des titres de propriete.Non-respect des prescriptions du POS.Occupation anarchique des antres urbains en creation.Utilisation peu efficiente du materiau local pour les constructions.Insuffisance des routes de desserte dans les quartiers.;;Leacces dans la plupart des zones dehabitation est libre et reste tributaire des prerogatives successorales.Leacces se fait aussi par achat.; ;0;;0;0;0;;
